"","country","region","category","sex","year","homicide_rate"
"3445","Saint Kitts and Nevis","Americas","Other Perpetrator known to the victim","Female",2018,4.07414952128743
"3446","Saint Lucia","Americas","Other Perpetrator known to the victim","Female",2018,0
"3447","Lithuania","Europe","Other Perpetrator known to the victim","Female",2018,0.130303176400531
"3448","Latvia","Europe","Other Perpetrator known to the victim","Female",2018,0.957894777174517
"3449","Morocco","Africa","Other Perpetrator known to the victim","Female",2018,0.117711744229644
"3450","Republic of Moldova","Europe","Other Perpetrator known to the victim","Female",2018,0.485483143721823
"3451","Mexico","Americas","Other Perpetrator known to the victim","Female",2018,0
"3452","Malta","Europe","Other Perpetrator known to the victim","Female",2018,0
"3453","Montenegro","Europe","Other Perpetrator known to the victim","Female",2018,0
"3454","Mongolia","Asia","Other Perpetrator known to the victim","Female",2018,0.314137836143192
"3455","Nicaragua","Americas","Other Perpetrator known to the victim","Female",2018,0
"3456","Netherlands (Kingdom of the)","Europe","Other Perpetrator known to the victim","Female",2018,0.0229794143512417
"3457","Oman","Asia","Other Perpetrator known to the victim","Female",2018,0.061357635865747
"3458","Panama","Americas","Other Perpetrator known to the victim","Female",2018,0.240379877127422
"3459","Peru","Americas","Other Perpetrator known to the victim","Female",2018,0.277059424259434
"3460","Philippines","Asia","Other Perpetrator known to the victim","Female",2018,0.0168234311365372
"3461","Paraguay","Americas","Other Perpetrator known to the victim","Female",2018,0.0935861657186388
"3462","State of Palestine","Asia","Other Perpetrator known to the victim","Female",2018,0
"3463","Russian Federation","Europe","Other Perpetrator known to the victim","Female",2018,0.804896415598882
"3464","El Salvador","Americas","Other Perpetrator known to the victim","Female",2018,0
"3465","Suriname","Americas","Other Perpetrator known to the victim","Female",2018,0
"3466","Slovenia","Europe","Other Perpetrator known to the victim","Female",2018,0
"3467","Trinidad and Tobago","Americas","Other Perpetrator known to the victim","Female",2018,0.131370828319347
"3468","Uruguay","Americas","Other Perpetrator known to the victim","Female",2018,0.395653911349785
"3469","Saint Vincent and the Grenadines","Americas","Other Perpetrator known to the victim","Female",2018,1.94459839181713
"3470","United Arab Emirates","Asia","Other Perpetrator known to the victim","Female",2019,0.325162834321587
"3471","Argentina","Americas","Other Perpetrator known to the victim","Female",2019,0.154921067715999
"3472","Antigua and Barbuda","Americas","Other Perpetrator known to the victim","Female",2019,0
"3473","Austria","Europe","Other Perpetrator known to the victim","Female",2019,0.332447397956379
"3474","Bahamas","Americas","Other Perpetrator known to the victim","Female",2019,0
"3475","Bosnia and Herzegovina","Europe","Other Perpetrator known to the victim","Female",2019,0
"3476","Belarus","Europe","Other Perpetrator known to the victim","Female",2019,0.864340923719224
"3477","Belize","Americas","Other Perpetrator known to the victim","Female",2019,0
"3478","Bolivia (Plurinational State of)","Americas","Other Perpetrator known to the victim","Female",2019,0.0341243412509199
"3479","Barbados","Americas","Other Perpetrator known to the victim","Female",2019,0
"3480","Bhutan","Asia","Other Perpetrator known to the victim","Female",2019,0
"3481","Canada","Americas","Other Perpetrator known to the victim","Female",2019,0.116516518361441
"3482","Switzerland","Europe","Other Perpetrator known to the victim","Female",2019,0.115677198612892
"3483","Chile","Americas","Other Perpetrator known to the victim","Female",2019,0
"3484","Colombia","Americas","Other Perpetrator known to the victim","Female",2019,0.0432932702657963
"3485","Czechia","Europe","Other Perpetrator known to the victim","Female",2019,0.112199865360162
"3486","Germany","Europe","Other Perpetrator known to the victim","Female",2019,0.123443420017044
"3487","Dominica","Americas","Other Perpetrator known to the victim","Female",2019,0
"3488","Dominican Republic","Americas","Other Perpetrator known to the victim","Female",2019,0.0924304627142908
"3489","Algeria","Africa","Other Perpetrator known to the victim","Female",2019,0.0906987652461044
"3490","Ecuador","Americas","Other Perpetrator known to the victim","Female",2019,0.230654595435299
"3491","Spain","Europe","Other Perpetrator known to the victim","Female",2019,0.00416173604988157
"3492","Finland","Europe","Other Perpetrator known to the victim","Female",2019,0.250377533552378
"3493","United Kingdom (Scotland)","Europe","Other Perpetrator known to the victim","Female",2019,0.214262987104582
"3494","Grenada","Americas","Other Perpetrator known to the victim","Female",2019,0
"3495","Guatemala","Americas","Other Perpetrator known to the victim","Female",2019,0
"3496","Guyana","Americas","Other Perpetrator known to the victim","Female",2019,0.246346678754077
"3497","Honduras","Americas","Other Perpetrator known to the victim","Female",2019,0.0202961821866498
"3498","Croatia","Europe","Other Perpetrator known to the victim","Female",2019,0.188479030765432
"3499","Hungary","Europe","Other Perpetrator known to the victim","Female",2019,0.0981700513409735
"3500","Iceland","Europe","Other Perpetrator known to the victim","Female",2019,0
"3501","Italy","Europe","Other Perpetrator known to the victim","Female",2019,0.0130558214047189
"3502","Jamaica","Americas","Other Perpetrator known to the victim","Female",2019,0.423395120794628
"3503","Jordan","Asia","Other Perpetrator known to the victim","Female",2019,0.0583308170066997
"3504","Saint Kitts and Nevis","Americas","Other Perpetrator known to the victim","Female",2019,8.14265939255761
"3505","Saint Lucia","Americas","Other Perpetrator known to the victim","Female",2019,0
"3506","Lithuania","Europe","Other Perpetrator known to the victim","Female",2019,0.131821950727591
"3507","Latvia","Europe","Other Perpetrator known to the victim","Female",2019,0.872047392868978
"3508","Morocco","Africa","Other Perpetrator known to the victim","Female",2019,0.122068815628981
"3509","Republic of Moldova","Europe","Other Perpetrator known to the victim","Female",2019,0.245183072070338
"3510","Mexico","Americas","Other Perpetrator known to the victim","Female",2019,0
"3511","North Macedonia","Europe","Other Perpetrator known to the victim","Female",2019,0.0943806693288307
"3512","Malta","Europe","Other Perpetrator known to the victim","Female",2019,0
"3513","Montenegro","Europe","Other Perpetrator known to the victim","Female",2019,0.309585063139874
"3514","Mongolia","Asia","Other Perpetrator known to the victim","Female",2019,0.676367415077459
"3515","Nicaragua","Americas","Other Perpetrator known to the victim","Female",2019,0.118357482204953
"3516","Netherlands (Kingdom of the)","Europe","Other Perpetrator known to the victim","Female",2019,0.0457718274402105
"3517","Oman","Asia","Other Perpetrator known to the victim","Female",2019,0.238369504912498
"3518","Panama","Americas","Other Perpetrator known to the victim","Female",2019,0.0473029960298595
"3519","Peru","Americas","Other Perpetrator known to the victim","Female",2019,0.0543587273752182
"3520","Philippines","Asia","Other Perpetrator known to the victim","Female",2019,0.0165533464419897
"3521","Russian Federation","Europe","Other Perpetrator known to the victim","Female",2019,0.798255646124329
"3522","El Salvador","Americas","Other Perpetrator known to the victim","Female",2019,0
"3523","Suriname","Americas","Other Perpetrator known to the victim","Female",2019,0
"3524","Slovenia","Europe","Other Perpetrator known to the victim","Female",2019,0.0948020060104472
"3525","Trinidad and Tobago","Americas","Other Perpetrator known to the victim","Female",2019,0
"3526","Uruguay","Americas","Other Perpetrator known to the victim","Female",2019,0.169562224249433
"3527","Saint Vincent and the Grenadines","Americas","Other Perpetrator known to the victim","Female",2019,0
"3528","United Arab Emirates","Asia","Other Perpetrator known to the victim","Female",2020,0.213377260598715
"3529","Argentina","Americas","Other Perpetrator known to the victim","Female",2020,0.211090789224923
"3530","Antigua and Barbuda","Americas","Other Perpetrator known to the victim","Female",2020,0
"3531","Austria","Europe","Other Perpetrator known to the victim","Female",2020,0.176798471400416
"3532","Bahamas","Americas","Other Perpetrator known to the victim","Female",2020,0.471774887894492
"3533","Bosnia and Herzegovina","Europe","Other Perpetrator known to the victim","Female",2020,0
"3534","Belize","Americas","Other Perpetrator known to the victim","Female",2020,0
"3535","Bolivia (Plurinational State of)","Americas","Other Perpetrator known to the victim","Female",2020,0.0336480151792926
"3536","Barbados","Americas","Other Perpetrator known to the victim","Female",2020,0
"3537","Bhutan","Asia","Other Perpetrator known to the victim","Female",2020,0.275407361914191
"3538","Canada","Americas","Other Perpetrator known to the victim","Female",2020,0.204593780884153
"3539","Switzerland","Europe","Other Perpetrator known to the victim","Female",2020,0.0918989047718276
"3540","Chile","Americas","Other Perpetrator known to the victim","Female",2020,0
"3541","Colombia","Americas","Other Perpetrator known to the victim","Female",2020,0.00387731027109184
"3542","Czechia","Europe","Other Perpetrator known to the victim","Female",2020,0.131001040709696
"3543","Germany","Europe","Other Perpetrator known to the victim","Female",2020,0.225046399237476
"3544","Dominica","Americas","Other Perpetrator known to the victim","Female",2020,0
"3545","Dominican Republic","Americas","Other Perpetrator known to the victim","Female",2020,0.109645475972839
"3546","Algeria","Africa","Other Perpetrator known to the victim","Female",2020,0.131339678321922
"3547","Ecuador","Americas","Other Perpetrator known to the victim","Female",2020,0.284141021234654
"3548","Spain","Europe","Other Perpetrator known to the victim","Female",2020,0.024843619765087
"3549","United Kingdom (Scotland)","Europe","Other Perpetrator known to the victim","Female",2020,0.17852118760863
"3550","Grenada","Americas","Other Perpetrator known to the victim","Female",2020,0
"3551","Guatemala","Americas","Other Perpetrator known to the victim","Female",2020,0
"3552","Guyana","Americas","Other Perpetrator known to the victim","Female",2020,0.491035532558725
"3553","Honduras","Americas","Other Perpetrator known to the victim","Female",2020,0.0399298592093129
"3554","Croatia","Europe","Other Perpetrator known to the victim","Female",2020,0.0950925131287101
"3555","Hungary","Europe","Other Perpetrator known to the victim","Female",2020,0.118155218935713
"3556","Iceland","Europe","Other Perpetrator known to the victim","Female",2020,1.11993683556247
"3557","Italy","Europe","Other Perpetrator known to the victim","Female",2020,0.026218623599606
"3558","Jamaica","Americas","Other Perpetrator known to the victim","Female",2020,0.140769035316839
"3559","Jordan","Asia","Other Perpetrator known to the victim","Female",2020,0.0760753198919654
"3560","Saint Kitts and Nevis","Americas","Other Perpetrator known to the victim","Female",2020,0
"3561","Saint Lucia","Americas","Other Perpetrator known to the victim","Female",2020,0
"3562","Lithuania","Europe","Other Perpetrator known to the victim","Female",2020,0.400248687851385
"3563","Latvia","Europe","Other Perpetrator known to the victim","Female",2020,0.882403117039989
"3564","Morocco","Africa","Other Perpetrator known to the victim","Female",2020,0.0439227013164073
"3565","Republic of Moldova","Europe","Other Perpetrator known to the victim","Female",2020,0.432266068410428
"3566","Mexico","Americas","Other Perpetrator known to the victim","Female",2020,0.00155253343881453
"3567","Malta","Europe","Other Perpetrator known to the victim","Female",2020,0
